portNumber,portName,regionNumber,regionName,countryCode,countryName,latitude,longitude,publicationNumber,chartNumber,navArea,harborSize,harborType,shelter,erTide,erSwell,erIce,erOther,overheadLimits,chDepth,anDepth,cpDepth,otDepth,tide,maxVesselLength,maxVesselBeam,maxVesselDraft,goodHoldingGround,turningArea,firstPortOfEntry,usRep,ptCompulsory,ptAvailable,ptLocalAssist,ptAdvisable,tugsSalvage,tugsAssist,qtPratique,qtOther,cmTelephone,cmTelegraph,cmRadio,cmRadioTel,cmAir,cmRail,loWharves,loAnchor,loMedMoor,loBeachMoor,loIceMoor,medFacilities,garbageDisposal,degauss,dirtyBallast,crFixed,crMobile,crFloating,lifts100,lifts50,lifts25,lifts0,srLongshore,srElectrical,srSteam,srNavigEquip,srElectRepair,suProvisions,suWater,suFuel,suDiesel,suDeck,suEngine,repairCode,drydock,railway,qtSanitation,suAviationFuel,harborUse,ukcMgmtSystem,portSecurity,etaMessage,searchAndRescue,tss,vts,cht,globalId,loRoro,loSolidBulk,loContainer,loBreakBulk,loOilTerm,loLongTerm,loOther,loDangCargo,loLiquidBulk,srIceBreaking,srDiving,cranesContainer,unloCode,dnc,s121WaterBody,s57Enc,s101Enc,dodWaterBody,alternateName,entranceWidth,lngTerminalDepth,offMaxVesselLength,offMaxVesselBeam,offMaxVesselDraft,
33190,Corpach,32790,SCOTLAND WEST COAST,GB,United Kingdom,"56°51'00""N","5°07'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,,I,S,CN,F,Y,N,N,Y,Y,5,17,11,,4,,,,U,U,U,N,N,,,Y,U,U,U,Y,Y,Y,Y,U,Y,Y,Y,U,Y,U,U,Y,U,U,N,U,U,U,U,U,U,U,Y,U,U,U,U,U,Y,Y,Y,U,U,C,U,L,Y,U,UNK,U,U,Y,U,U,U,U,{865B6102-1A15-488E-AFCE-BC038952D76C},U,U,U,U,U,U,U,U,U,U,U,U,GB COR,"coa20i, gen20b, h2033190",,,,North Atlantic Ocean,,,,,,,
35550,Cowes Harbour,35220,ENGLAND SOUTH COAST,GB,United Kingdom,"50°46'00""N","1°18'00""W",Sailing Directions Pub. 191 (Enroute) - English Channel,37020,I,S,RN,G,Y,Y,N,Y,Y,5,17,5,2,3,,,,Y,Y,Y,N,Y,,,U,N,Y,Y,U,Y,U,Y,U,Y,Y,Y,U,U,U,U,Y,Y,U,N,U,Y,U,U,Y,Y,Y,U,U,U,U,U,U,Y,Y,Y,U,Y,C,U,M,U,U,UNK,U,U,Y,U,U,U,U,{464E4050-C83D-4629-8DC3-DE673ED6E1DB},U,U,U,U,U,U,U,U,U,U,U,U,GB COW,"a2035600, coa20c, gen20b, h2035580",,,,English Channel; North Atlantic Ocean,,,,,,,
33170,Craignure,32790,SCOTLAND WEST COAST,GB,United Kingdom,"56°28'00""N","5°42'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,35097,I,V,CN,F,N,N,N,Y,U,13,8,5,,0,,,,U,U,N,N,U,,,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,N,U,U,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,U,U,D,U,U,U,U,UNK,U,U,N,U,U,U,U,{6F4F7C6D-7A3A-4906-B9FE-F30990B451FE},U,U,U,U,U,U,U,U,U,U,U,U,GB CNU,"a2032790, coa20i, gen20b, h2033250",,,,North Atlantic Ocean,,,,,,,
33290,Crinan (Canal),32790,SCOTLAND WEST COAST,GB,United Kingdom,"56°05'00""N","5°34'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,35113,I,V,LC,G,N,N,N,Y,Y,2,3,2,,3,,,,U,U,Y,N,N,,,Y,N,N,U,U,Y,U,Y,U,U,U,U,U,U,U,U,Y,N,U,N,U,U,U,U,U,U,U,U,U,U,U,U,Y,U,Y,U,U,U,C,U,U,U,U,UNK,U,U,Y,U,U,U,U,{7B9794D8-B8D8-423F-9C42-ED7724BCC906},U,U,U,U,U,U,U,U,U,U,U,U,GB CNC,"a2032790, coa20i, gen20b",,,,North Atlantic Ocean,,,,,,,
32340,Cromarty,31870,SCOTLAND EAST COAST,GB,United Kingdom,"57°41'00""N","4°02'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,35052,I,S,CB,G,Y,N,N,Y,Y,14,8,12,21,4,,,,N,U,Y,N,Y,,,Y,Y,Y,U,Y,Y,Y,Y,Y,Y,U,Y,Y,U,U,U,Y,Y,U,Y,U,Y,U,Y,Y,Y,Y,Y,U,U,U,U,Y,Y,Y,U,U,U,C,L,U,Y,U,UNK,U,Y,Y,U,U,Y,U,{95C71ED3-BAE0-4C1C-B60E-8A2DD8822CF6},Y,Y,U,Y,Y,N,Y,U,Y,U,U,U,GB CRN,"a2032350, coa20f, gen20b, h2032350",,,,North Sea; North Atlantic Ocean,,,,,,,
35390,Dartmouth Harbour,35220,ENGLAND SOUTH COAST,GB,United Kingdom,"50°21'00""N","3°37'00""W",Sailing Directions Pub. 191 (Enroute) - English Channel,37007,I,S,RN,E,N,N,N,Y,N,6,9,6,,4,,,,U,U,Y,N,Y,,,U,N,Y,Y,U,Y,Y,Y,U,Y,Y,U,U,U,U,U,Y,Y,U,N,U,Y,U,U,U,U,Y,U,U,U,U,U,Y,Y,Y,Y,Y,Y,B,S,U,U,U,UNK,U,U,Y,U,U,U,U,{84C78896-73AC-4456-833A-C8F5D91C5E91},U,U,U,U,U,U,U,U,U,U,U,U,GB DTM,"a2035370, coa20b, gen20b, h2035390",,,,English Channel; North Atlantic Ocean,,,,,,,
35710,Dover Harbor,35220,ENGLAND SOUTH COAST,GB,United Kingdom,"51°07'00""N","1°20'00""E",Sailing Directions Pub. 191 (Enroute) - English Channel,37028,I,S,CB,F,N,N,N,Y,U,8,8,9,,6,,,,U,U,Y,N,Y,,,Y,U,Y,Y,U,N,Y,Y,Y,Y,Y,U,U,U,U,U,U,Y,U,Y,Y,Y,Y,U,Y,Y,Y,Y,U,U,Y,U,Y,Y,Y,Y,Y,Y,C,U,M,Y,U,UNK,U,U,Y,U,U,U,U,{EC565077-B856-4D63-B902-B23804DA24E9},U,U,U,U,U,U,U,U,U,U,U,U,GB DVR,"a2035710, coa20d, gen20b, h2035710",,,,English Channel; North Atlantic Ocean,,,,,,,
31890,Dunbar,31870,SCOTLAND EAST COAST,GB,United Kingdom,"56°00'00""N","2°31'00""W",Sailing Directions Pub. 192 (Enroute) - North Sea,35035,I,V,CB,F,Y,Y,N,Y,U,3,13,5,8,3,,,,U,U,Y,N,N,,,U,N,N,U,Y,U,U,Y,U,U,Y,U,U,U,U,U,Y,U,U,N,N,N,N,U,U,U,U,U,U,U,U,U,U,Y,Y,Y,U,U,C,U,U,Y,U,UNK,U,U,Y,U,U,U,U,{AF9870FA-D147-47C6-BAEF-2C19CC312066},U,U,U,U,U,U,U,U,U,U,U,U,GB DBR,"a2031980, coa20e, gen20b",,,,North Sea; North Atlantic Ocean,,,,,,,
32170,Dundee,31870,SCOTLAND EAST COAST,GB,United Kingdom,"56°28'00""N","2°57'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,"35013, 35014",I,L,RB,E,Y,N,N,Y,Y,6,8,9,8,5,,,,U,U,Y,N,Y,,,Y,Y,Y,Y,U,Y,Y,Y,Y,Y,Y,Y,U,U,U,U,Y,Y,U,Y,Y,Y,U,Y,U,Y,Y,Y,Y,U,U,Y,Y,Y,Y,Y,Y,Y,B,U,U,Y,U,UNK,U,U,Y,U,U,U,U,{E51B4539-1962-4F88-AA1E-6A9DAF19B3BC},U,U,U,U,U,U,U,U,U,U,U,U,GB DUN,"coa20e, gen20b, h2032170",,,,North Sea; North Atlantic Ocean,,,,,,,
31880,Eyemouth,31870,SCOTLAND EAST COAST,GB,United Kingdom,"55°52'00""N","2°05'00""W",Sailing Directions Pub. 192 (Enroute) - North Sea,"35010, 35014",I,V,RN,G,Y,N,N,Y,U,5,3,2,,13,,,,U,U,Y,N,N,,,Y,U,U,U,U,U,U,Y,U,Y,Y,U,U,U,U,U,U,U,U,N,U,U,U,U,U,U,U,U,U,U,U,U,Y,Y,Y,Y,U,U,D,U,U,U,U,UNK,U,U,N,U,U,U,U,{0FB92083-817D-40DB-B4B4-EFFEE6F9D12D},U,U,U,U,U,U,U,U,U,U,U,U,GB EYM,"coa20e, gen20b",,,,North Sea; North Atlantic Ocean,,,,,,,
35290,Falmouth Harbour,35220,ENGLAND SOUTH COAST,GB,United Kingdom,"50°09'00""N","5°04'00""W",Sailing Directions Pub. 191 (Enroute) - English Channel,37003,I,M,CN,G,Y,N,N,Y,U,14,23,8,8,5,,,,Y,Y,Y,N,Y,,,Y,U,Y,U,U,Y,U,Y,U,Y,Y,Y,U,U,U,U,Y,Y,U,Y,Y,Y,U,U,U,Y,Y,U,Y,U,Y,Y,Y,Y,Y,Y,Y,Y,B,M,S,Y,U,UNK,U,U,Y,U,U,U,U,{3EC25070-6598-4D81-9DCC-29BA965BE39E},U,U,U,U,U,U,U,U,U,U,U,U,GB FAL,"a2035290, coa20a, gen20b, h2035290",,,,English Channel; North Atlantic Ocean,,,,,,,
33400,Faslane,32790,SCOTLAND WEST COAST,GB,United Kingdom,"56°03'50""N","4°49'10.04""W",Sailing Directions Pub. 141 (Enroute) - Scotland,36018,I,,,,U,U,U,U,U,,,,,,,,,U,U,U,U,U,,,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,Mil,U,U,U,U,U,U,U,{E977BE64-3574-4093-B4F2-7AB0C60AEC4D},U,U,U,U,U,U,U,U,U,U,U,U,GB FAS,"a2033490, gen20b, h2033420",,,,North Atlantic Ocean,HM Naval Base Clyde,,,,,,
35590,Fawley Marine Terminal,35220,ENGLAND SOUTH COAST,GB,United Kingdom,"50°49'00""N","1°20'00""W",Sailing Directions Pub. 191 (Enroute) - English Channel,37020,I,S,RN,F,U,U,U,Y,U,13,22,,14,5,,,,U,Y,U,U,Y,,,U,Y,Y,U,U,U,U,Y,U,Y,Y,Y,U,U,U,U,Y,U,U,Y,U,U,U,U,U,U,U,Y,U,U,U,U,U,Y,Y,Y,U,U,C,U,S,Y,U,UNK,U,U,Y,U,U,U,U,{763C28C4-58D0-41E3-98E0-7D6836464BC9},U,U,U,U,U,U,U,U,U,U,U,U,GB FAW,"a2035600, coa20c, gen20b, h2035580",,,,English Channel; North Atlantic Ocean,,,,,,,
31560,Felixstowe,31330,ENGLAND EAST COAST,GB,United Kingdom,"51°57'00""N","1°19'00""E",Sailing Directions Pub. 192 (Enroute) - North Sea,37140,I,V,RN,F,Y,N,N,Y,U,14,11,6,8,2,,,,U,U,Y,N,Y,,,Y,U,Y,U,Y,Y,Y,Y,U,Y,Y,Y,U,U,U,U,Y,Y,U,Y,Y,Y,U,U,U,Y,Y,Y,Y,N,Y,Y,U,Y,Y,Y,Y,Y,B,U,S,Y,U,UNK,U,U,Y,U,U,U,U,{0D08C280-0D89-4620-A3ED-785DADA61AB0},U,U,U,U,U,U,U,U,U,U,U,U,GB FXT,"a2031530, coa20d, gen20b, h2031530",,,,North Sea; North Atlantic Ocean,,,,,,,
33405,Finnart Oil Terminal,32790,SCOTLAND WEST COAST,GB,United Kingdom,"56°07'00""N","4°50'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,36030,I,S,RN,G,Y,N,N,Y,U,23,23,,23,3,,,,U,U,Y,N,Y,,,U,U,U,U,Y,Y,Y,Y,Y,Y,U,Y,U,U,U,U,U,U,U,N,U,U,U,U,U,U,U,Y,U,U,U,U,U,Y,Y,Y,U,U,D,U,S,Y,U,UNK,U,U,Y,U,U,U,U,{E6AD9F6E-305D-4A33-9C14-2F20297741AE},U,U,U,U,U,U,U,U,U,U,U,U,GB FNT,"a2033490, gen20b, h2033420",,,,North Atlantic Ocean,,,,,,,
34850,Fishguard,34710,WALES,GB,United Kingdom,"52°01'00""N","4°59'00""W",Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England,"36002, 36035",I,S,CB,G,Y,N,N,Y,Y,13,14,8,,4,,,,U,U,Y,N,Y,,,U,N,Y,U,U,Y,U,Y,U,Y,Y,Y,U,U,U,U,Y,Y,U,N,Y,U,U,U,U,Y,Y,N,Y,U,Y,Y,Y,Y,Y,Y,U,U,C,U,S,Y,U,UNK,U,U,Y,U,U,U,U,{B55F3703-8A31-48AB-A855-2258133681FC},U,U,U,U,U,U,U,U,U,U,U,U,GB FIS,"a2034850, coa20j, gen20b, h2034850",,,,Irish Sea; North Atlantic Ocean,,,,,,,
34660,Fleetwood,34580,ENGLAND WEST COAST,GB,United Kingdom,"53°55'00""N","3°01'00""W",Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England,36025,I,S,RT,E,Y,N,N,Y,N,2,23,5,,8,,,,Y,U,Y,Y,Y,,,Y,U,Y,U,U,Y,Y,Y,U,U,Y,Y,Y,U,U,U,Y,Y,U,N,Y,Y,U,U,U,Y,Y,Y,Y,U,Y,Y,U,Y,Y,Y,Y,Y,B,U,S,Y,U,UNK,U,U,Y,U,U,U,U,{4DB61CF3-9892-4C05-A38F-224BCAB71BD0},U,U,U,U,U,U,U,U,U,U,U,U,GB FLE,"coa20j, gen20b",,,,Irish Sea; North Atlantic Ocean,,,,,,,
35700,Folkestone Harbour,35220,ENGLAND SOUTH COAST,GB,United Kingdom,"51°05'00""N","1°12'00""E",Sailing Directions Pub. 191 (Enroute) - English Channel,37121,I,S,CB,G,Y,N,N,Y,U,0,17,5,,6,,,,N,N,Y,N,Y,,,N,U,U,U,U,Y,U,Y,U,Y,Y,Y,U,U,U,U,Y,U,U,Y,U,Y,U,U,U,U,Y,U,U,U,U,U,Y,Y,Y,Y,U,U,C,U,U,U,U,UNK,U,U,Y,U,U,U,U,{43F44771-7347-429E-B54F-9AF7333961F5},U,U,U,U,U,U,U,U,U,U,U,U,GB FOL,"a2035710, coa20d, gen20b",,,,English Channel; North Atlantic Ocean,,,,,,,
33200,Fort William,32790,SCOTLAND WEST COAST,GB,United Kingdom,"56°49'00""N","5°07'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,,I,V,RB,F,Y,Y,U,U,U,11,14,11,,4,,,,N,Y,U,U,U,,,U,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,Y,Y,U,U,U,U,U,U,U,U,U,UNK,U,U,U,U,U,U,U,{5AE8C5BA-A2C9-4856-966E-329EC459E31E},U,U,U,U,U,U,U,U,U,U,U,U,GB FWM,"coa20i, gen20b, h2033190",,,,North Atlantic Ocean,,,,,,,
35340,Fowey Harbour,35220,ENGLAND SOUTH COAST,GB,United Kingdom,"50°20'00""N","4°38'00""W",Sailing Directions Pub. 191 (Enroute) - English Channel,37003,I,S,RN,E,Y,N,N,Y,Y,13,14,8,,6,,,,Y,Y,Y,N,Y,,,Y,U,Y,U,U,Y,Y,Y,U,Y,Y,Y,U,U,U,U,Y,Y,U,Y,U,Y,U,U,U,U,Y,Y,U,U,U,U,U,Y,Y,U,Y,Y,C,U,M,Y,U,UNK,U,U,Y,U,U,U,U,{5F729EE6-E268-47DD-BEA8-CCD93CDDB331},U,U,U,U,U,U,U,U,U,U,U,U,GB FOY,"a2035370, coa20b, gen20b",,,,English Channel; North Atlantic Ocean,,,,,,,
32240,Fraserburgh Harbor,31870,SCOTLAND EAST COAST,GB,United Kingdom,"57°41'00""N","1°60'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,"35013, 35055",I,S,CB,F,Y,N,N,Y,Y,5,11,6,6,3,,,,N,U,N,N,Y,,,U,U,U,U,Y,Y,Y,Y,Y,N,N,Y,U,U,U,U,N,Y,U,Y,U,Y,U,Y,Y,Y,Y,Y,Y,U,U,Y,Y,Y,Y,Y,Y,Y,C,M,M,Y,U,UNK,U,U,Y,U,U,U,U,{1F34C736-8744-4549-91A0-894B8737B1E9},U,U,U,U,U,U,U,U,U,U,U,U,GB FRB,"coa20f, gen20b",,,,North Sea; North Atlantic Ocean,,,,,,,
32850,Gairloch,32790,SCOTLAND WEST COAST,GB,United Kingdom,"57°43'00""N","5°41'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,35090,I,V,RN,F,N,N,N,Y,U,,23,5,,0,,,,Y,U,N,N,U,,,U,U,U,U,U,U,Y,U,U,U,U,U,U,U,U,U,U,U,U,U,U,N,U,U,U,U,U,U,U,U,U,U,Y,Y,U,Y,U,U,D,U,U,U,U,UNK,U,U,Y,U,U,U,U,{DE927430-6B10-4E1F-824D-AF7B2869EAFE},U,U,U,U,U,U,U,U,U,U,U,U,GB GAR,"a2032920, coa20i, gen20b",,,,North Atlantic Ocean,,,,,,,
34648,Garlston,34580,ENGLAND WEST COAST,GB,United Kingdom,"53°21'00""N","2°54'00""W",Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England,36025,I,V,RT,F,Y,U,U,Y,Y,6,6,5,,8,,,,U,U,U,N,Y,,,Y,U,Y,U,Y,Y,U,Y,Y,Y,Y,Y,Y,U,U,U,Y,Y,U,Y,Y,Y,U,U,U,U,U,U,U,U,U,Y,U,Y,Y,Y,Y,U,C,U,L,Y,U,UNK,U,U,Y,U,U,U,U,{B7358E37-47C1-495D-A04C-9ADD8AFE7931},U,U,U,U,U,U,U,U,U,U,U,U,GB GIS,"gen20b, h2034690",,,,Irish Sea; North Atlantic Ocean,,,,,,,
33490,Glasgow,32790,SCOTLAND WEST COAST,GB,United Kingdom,"55°52'00""N","4°17'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,36019,I,M,RT,E,Y,N,N,Y,Y,6,11,8,5,3,,,,U,Y,Y,N,Y,,,Y,Y,Y,U,U,Y,Y,Y,Y,Y,Y,Y,U,Y,U,U,Y,Y,U,Y,Y,Y,Y,U,Y,Y,Y,Y,Y,Y,Y,Y,U,Y,Y,Y,Y,Y,B,L,M,Y,U,UNK,U,U,Y,U,U,U,U,{9C4084B2-3E45-4082-96E9-E240919BDC77},U,U,U,U,U,U,U,U,U,U,U,U,GB GLW,"gen20b, h2033490",,,,North Atlantic Ocean,,,,,,,
33210,Glensanda,32790,SCOTLAND WEST COAST,GB,United Kingdom,"56°34'00""N","5°32'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,35096,I,V,RN,G,N,N,N,Y,U,20,23,11,,4,,,,Y,U,Y,N,Y,,,Y,U,N,U,U,Y,Y,Y,Y,U,U,Y,U,U,U,U,U,Y,U,Y,U,U,U,U,U,U,U,Y,U,U,U,U,U,U,U,U,U,U,N,U,U,U,U,UNK,U,U,Y,U,U,U,U,{ACA41C77-6889-4603-8C02-D5047D68170D},U,U,U,U,U,U,U,U,U,U,U,U,GB GSA,"a2032790, coa20i, gen20b, h2033250",,,,North Atlantic Ocean,,,,,,,
31670,Goole,31330,ENGLAND EAST COAST,GB,United Kingdom,"53°42'00""N","0°50'00""W",Sailing Directions Pub. 192 (Enroute) - North Sea,37063,I,S,RT,E,Y,N,N,Y,Y,3,,5,,5,,,,U,Y,Y,N,Y,,,Y,U,Y,Y,Y,Y,Y,Y,U,Y,Y,Y,U,U,U,U,Y,Y,U,Y,Y,Y,Y,U,Y,Y,Y,Y,U,U,U,U,Y,Y,Y,Y,Y,Y,B,U,S,Y,U,UNK,U,U,Y,U,U,U,U,{227E876A-7F88-4FC2-AEAB-4EC6658303F2},U,U,U,U,U,U,U,U,U,U,U,U,GB GOO,gen20b,,,,North Sea; North Atlantic Ocean,,,,,,,
32010,Grangemouth,31870,SCOTLAND EAST COAST,GB,United Kingdom,"56°01'00""N","3°43'00""W",Sailing Directions Pub. 192 (Enroute) - North Sea,,I,S,RT,E,Y,N,N,Y,Y,6,5,8,5,3,,,,U,U,Y,N,Y,,,Y,Y,Y,U,Y,Y,Y,Y,U,Y,Y,Y,U,U,U,U,Y,Y,Y,Y,Y,Y,U,U,U,Y,Y,Y,Y,U,Y,Y,U,Y,Y,Y,Y,Y,B,S,L,Y,U,UNK,U,U,Y,U,U,U,U,{D0E536BD-E522-447F-8690-270D84862EF9},U,U,U,U,U,U,U,U,U,U,U,U,GB GRG,"gen20b, h2031980",,,,North Sea; North Atlantic Ocean,,,,,,,
31940,Granton,31870,SCOTLAND EAST COAST,GB,United Kingdom,"55°59'00""N","3°13'00""W",Sailing Directions Pub. 192 (Enroute) - North Sea,35048,I,V,CB,G,Y,N,N,Y,U,9,9,5,11,3,,,,Y,U,Y,N,N,,,Y,U,Y,U,Y,U,U,Y,U,Y,Y,Y,U,U,U,U,Y,U,U,Y,U,Y,U,U,U,U,Y,U,U,U,U,U,U,Y,Y,Y,U,U,C,S,U,Y,U,UNK,U,U,Y,U,U,U,U,{38C22937-7E8D-4667-BDC5-8F8398B8C96E},U,U,U,U,U,U,U,U,U,U,U,U,GB GRN,"a2031980, gen20b, h2031980",,,,North Sea; North Atlantic Ocean,,,,,,,
31420,Gravesend,31330,ENGLAND EAST COAST,GB,United Kingdom,"51°27'00""N","0°22'00""E",Sailing Directions Pub. 192 (Enroute) - North Sea,"37035, 37036",I,S,RN,E,Y,N,N,Y,U,8,16,6,,0,,,,U,U,Y,Y,Y,,,Y,U,Y,U,Y,Y,Y,Y,U,Y,Y,U,U,U,U,U,Y,Y,U,N,Y,U,U,U,U,U,Y,Y,U,U,U,U,Y,Y,Y,Y,Y,Y,C,U,S,Y,U,UNK,U,U,Y,U,U,U,U,{E5B17ED2-DCFE-497E-8673-13C22A6A213B},U,U,U,U,U,U,U,U,U,U,U,U,GB GVS,"gen20b, h2031430",,,,North Sea; North Atlantic Ocean,,,,,,,
31580,Great Yarmouth,31330,ENGLAND EAST COAST,GB,United Kingdom,"52°37'00""N","1°44'00""E",Sailing Directions Pub. 192 (Enroute) - North Sea,37055,I,S,RN,E,Y,N,N,Y,Y,3,9,3,3,2,,,,U,U,Y,N,Y,,,Y,U,Y,U,Y,Y,Y,Y,U,Y,Y,Y,U,U,U,U,Y,Y,U,Y,Y,Y,U,U,Y,Y,Y,Y,U,U,U,U,Y,Y,Y,Y,Y,Y,C,M,S,Y,U,UNK,U,U,Y,U,U,U,U,{77DF9A97-F034-4820-8377-3A7635B7D62A},U,U,U,U,U,U,U,U,U,U,U,U,GB GTY,"a2031530, coa20d, gen20b",,,,North Sea; North Atlantic Ocean,,,,,,,
33390,Greenock,32790,SCOTLAND WEST COAST,GB,United Kingdom,"55°57'00""N","4°45'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,36020,I,M,CN,F,Y,N,N,U,Y,9,11,11,,3,,,,U,Y,Y,Y,Y,,,U,N,Y,Y,U,Y,Y,Y,Y,Y,Y,Y,U,U,U,U,Y,Y,U,Y,Y,Y,U,U,U,Y,U,Y,U,U,Y,Y,Y,Y,Y,Y,U,U,B,L,S,Y,U,UNK,U,U,Y,U,U,U,U,{05F63968-390F-4E48-9847-57C4A9AFA0F0},U,U,U,U,U,U,U,U,U,U,U,U,GB GRK,"a2033490, gen20b, h2033420",,,,North Atlantic Ocean,,,,,,,
31640,Grimsby,31330,ENGLAND EAST COAST,GB,United Kingdom,"53°35'00""N","0°04'00""W",Sailing Directions Pub. 192 (Enroute) - North Sea,37066,I,M,RT,E,Y,N,N,Y,Y,6,3,5,,6,,,,U,U,Y,Y,Y,,,Y,N,Y,U,Y,Y,Y,Y,U,Y,Y,Y,U,U,U,U,Y,U,U,Y,Y,Y,U,U,Y,Y,Y,Y,U,U,U,U,Y,Y,Y,Y,Y,Y,C,M,S,Y,U,UNK,U,U,Y,U,U,U,U,{9745E195-780D-4A75-B688-639C94D2BE13},U,U,U,U,U,U,U,U,U,U,U,U,GB GSY,"a2031660, coa20d, gen20b, h2031640",,,,North Sea; North Atlantic Ocean,,,,,,,
31740,Hartlepool,31330,ENGLAND EAST COAST,GB,United Kingdom,"54°42'00""N","1°11'00""W",Sailing Directions Pub. 192 (Enroute) - North Sea,35006,I,S,CT,G,N,N,N,Y,Y,16,8,6,6,3,,,,U,U,N,N,Y,,,Y,N,Y,U,Y,Y,U,Y,U,Y,Y,Y,U,U,U,U,Y,Y,U,Y,Y,Y,U,U,Y,Y,Y,U,U,U,U,U,Y,Y,Y,Y,U,U,C,M,U,Y,U,UNK,U,U,Y,U,U,U,U,{7B096CEC-694F-4F54-81C2-555BB9BB7434},U,U,U,U,U,U,U,U,U,U,U,U,GB HTP,"a2031765, coa20e, gen20b, h2031720",,,,North Sea; North Atlantic Ocean,,,,,,,
31530,Harwich,31330,ENGLAND EAST COAST,GB,United Kingdom,"51°57'00""N","1°17'00""E",Sailing Directions Pub. 192 (Enroute) - North Sea,37140,I,S,RN,F,Y,N,N,Y,U,13,11,9,8,3,,,,U,U,Y,N,Y,,,Y,U,Y,U,U,U,U,Y,U,Y,Y,Y,U,U,U,U,Y,U,U,Y,Y,Y,U,U,U,Y,Y,U,Y,U,U,Y,U,Y,Y,Y,Y,Y,C,U,M,Y,U,UNK,U,U,Y,U,U,U,U,{5BA723A2-BA8A-446C-912A-287A91863515},U,U,U,U,U,U,U,U,U,U,U,U,GB HRW,"a2031530, coa20d, gen20b, h2031530",,,,North Sea; North Atlantic Ocean,,,,,,,
35200,Hayle,35030,ENGLAND SW COAST,GB,United Kingdom,"50°11'00""N","5°25'00""W",Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England,36049,I,V,RB,G,Y,N,N,Y,U,2,13,2,,15,,,,U,U,Y,N,Y,,,U,N,N,U,U,Y,U,U,U,Y,Y,U,U,U,U,U,U,U,U,U,Y,Y,U,U,U,U,Y,U,U,U,U,U,Y,Y,Y,U,Y,Y,C,U,S,U,U,UNK,U,U,Y,U,U,U,U,{B5A4B5A6-4D9A-4DFA-9837-C08290D3B406},U,U,U,U,U,U,U,U,U,U,U,U,GB HAY,"coa20a, gen20b",,,,Celtic Sea; North Atlantic Ocean,,,,,,,
32370,Helmsdale Harbor,31870,SCOTLAND EAST COAST,GB,United Kingdom,"58°07'00""N","3°39'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,35055,I,S,CB,F,Y,N,N,Y,Y,2,2,2,,8,,,,U,U,Y,N,U,,,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,U,U,U,U,U,N,U,U,U,U,U,U,U,U,U,U,U,U,Y,Y,U,U,U,U,D,U,U,U,U,UNK,U,U,N,U,U,U,U,{B5E66E16-E8FE-4275-86CB-BBBB49EEB992},U,U,U,U,U,U,U,U,U,U,U,U,GB HMA,"coa20f, gen20b",,,,North Sea; North Atlantic Ocean,,,,,,,
34640,Heysham,34580,ENGLAND WEST COAST,GB,United Kingdom,"54°02'00""N","2°55'00""W",Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England,36025,I,V,CB,E,Y,N,N,Y,U,11,11,5,3,9,,,,U,U,Y,N,Y,,,Y,N,N,U,Y,U,U,Y,U,Y,Y,Y,Y,U,U,U,Y,Y,U,N,Y,Y,U,U,U,Y,Y,Y,U,U,U,U,Y,Y,Y,Y,U,U,C,U,U,Y,U,UNK,U,U,Y,U,U,U,U,{9904CBAF-1F1B-4C3D-AA9D-B589ED811F8C},U,U,U,U,U,U,U,U,U,U,U,U,GB HYM,gen20b,,,,Irish Sea; North Atlantic Ocean,,,,,,,
